ID,NOM_TL,ADRESSE,CP,COMINIT,INSEECOM,NOMCOM,WEB,TWITTER,FACEBOOK,TYPO,LAT,LONG,GEOCOD,PRECISION,CONTACT,MAIL,METRO,NOMMETRO,INSEEREG,NOMREG,INSEEMETRO,INSEEDEP,NOMCOMMETRO,POPCOM,COMCLASS,INSEE_ZE,NOM_ZE,CLASS_ZE,POP_ZE
638,Buro Club Albi,8 Avenue de la Martelle,81150,Terssac,81297,Terssac,http://coworking-tarn.com/buro-club-albi,,,Tiers lieux à dominante coworking,43.917593,2.079023,8 Avenue de la Martelle 81150 Terssac,0.91,,,0,,76,Occitanie,81297,81,Terssac,1114,0-5000,7311,ALBI,100 000-200 000,171584
639,La Terrasse,11 Passage Douard,44000,Nantes,44109,Nantes,https://www.facebook.com/LaTerrasseOlivettes?fref=ts,,,Tiers lieux à dominante coworking,47.211947,-1.550957,11 Passe Douard 44000 Nantes,0.81,,,1,Nantes Métropole,52,Pays de la Loire,44109,44,Nantes,298029,100000 et plus,5203,NANTES,500 000-6 000 000,1061271
640,POLIDESK,Doaren Molac,56610,Arradon,56003,Arradon,http://www.polidesk.com,,,Tiers lieux à dominante coworking,47.643474,-2.807061,Rue Doaren Molac 56610 Arradon,0.79,,,0,,53,Bretagne,56003,56,Arradon,5457,5000-20000,5318,VANNES,200 000-500 000,342217
641,Studios Singuliers,46 Rue René Clair,75018,Paris,75118,Paris,http://www.studios-singuliers.fr,,,Tiers lieux à dominante coworking,48.893955,2.35421,46 Rue René Clair 75018 Paris,0.93,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
642,CCI Grand Lille Coworking,100 Rue Pierre Dubois,59500,Douai,59178,Douai,http://www.grand-lille.cci.fr/page-produits/coworking-douai/,,,Tiers lieux à dominante coworking,50.374203,3.086093,100 Rue Pierre Dubois 59500 Douai,0.93,,,0,,32,Hauts-de-France,59178,59,Douai,40736,20000-50000,3114,DOUAI,200 000-500 000,246595
643,La Cordée,4 Rue Saint-François de Sales,74000,Annecy,74010,Annecy,http://www.la-cordee.net/,,,Tiers lieux à dominante coworking,45.900583,6.122636,4 Rue Saint-François de Sales 74000 Annecy,0.93,,,0,,84,Auvergne et Rhône-Alpes,74010,74,Annecy,53285,50000-100000,8218,ANNECY,200 000-500 000,292006
644,Mont-Blanc Basecamp,336 Route du Nant Jorland,74310,Les Houches,74143,Les Houches,http://www.montblancbasecamp.com,,,Tiers lieux à dominante coworking,45.891029,6.789592,336 Route du Nant Jorland 74310 Les Houches,0.91,,,0,,84,Auvergne et Rhône-Alpes,74143,74,Les Houches,2942,0-5000,8221,LE MONT BLANC,50 000-100 000,59804
645,Le HQ,8 Rue Albert Thomas,37000,Tours,37261,Tours,http://lehq.dedal.co/,,,Tiers lieux à dominante coworking,47.396484,0.694418,8 Rue Albert Thomas 37000 Tours,0.94,,,1,Tours Métropole Val de Loire,24,Centre-Val de Loire,37261,37,Tours,136125,100000 et plus,2412,TOURS,500 000-6 000 000,540869
646,Le Marketing Space,39 Rue de Palestro,75002,Paris,75102,Paris,https://www.1min30.com/marketing-space,,,Tiers lieux à dominante coworking,48.866941,2.35228,39 Rue de Palestro 75002 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
647,Le Relais SML,25 Route du Littoral,34380,Saint-Martin-de-Londres,34274,Saint-Martin-de-Londres,http://www.lerelais-sml.net/fr,,,Tiers lieux à dominante coworking,43.789612,3.732378,25 Route du Littoral 34380 Saint-Martin-de-Londres,0.92,,,0,,76,Occitanie,34274,34,Saint-Martin-de-Londres,2650,0-5000,9111,MONTPELLIER,500 000-6 000 000,664066
648,La Maison du Coworking,9 Allée de la Laiterie,59493,Villeneuve-d'Ascq,59009,Villeneuve-d'Ascq,http://www.lamaisonducoworking.fr/,,,Tiers lieux à dominante coworking,50.608392,3.166882,9 Allée de la Laiterie 59493 Villeneuve-d'Ascq,0.92,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59009,59,Villeneuve-d'Ascq,62869,50000-100000,3111,LILLE,500 000-6 000 000,805074
649,Sofffa,17 Rue Sainte-Catherine,69001,Lyon,69381,Lyon,http://www.sofffa.com/,,,Tiers lieux à dominante coworking,45.768252,4.833919,17 Rue Sainte-Catherine 69001 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
650,CoworkCrèche,89 Rue du Faubourg Saint-Antoine,75011,Paris,75111,Paris,http://www.coworkcreche.org/,,,Tiers lieux à dominante coworking,48.85164,2.37514,89 Rue du Faubourg Saint-Antoine 75011 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
651,La Belle Verte,Place Eugène Sue,0,La Colle-sur-Loup,06044,La Colle-sur-Loup,http://www.la-belleverte.fr/,,,Tiers lieux à dominante coworking,43.686723,7.105746,Place Eugène Sue 06480 La Colle-sur-Loup,0.91,,,0,,93,Provence-Alpes-Côte d'Azur,06044,06,La Colle-sur-Loup,7932,5000-20000,9307,NICE,500 000-6 000 000,620547
652,COSENS,2 Rue de Rome,13001,Marseille,13201,Marseille,http://www.cosens.fr,,,Tiers lieux à dominante coworking,43.295556,5.378127,2 Rue de Rome 13001 Marseille,0.94,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
653,La Villa,12 Villa de l'Astrolabe,75015,Paris,75115,Paris,http://www.limonadeandco.fr/la-villa-lespace-de-coworking-des-archivistes/,,,Tiers lieux à dominante coworking,48.843822,2.319366,12 Villa de l'Astrolabe 75015 Paris,0.93,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
654,Open Boréal,320 Rue des Sorbiers,74300,Thyez,74278,Thyez,http://www.boreal-vda.fr,,,Tiers lieux à dominante coworking,46.075968,6.543671,320 Rue des Sorbiers 74300 Thyez,0.91,,,0,,84,Auvergne et Rhône-Alpes,74278,74,Thyez,5891,5000-20000,8220,LA VALLÉE DE L'ARVE,50 000-100 000,59545
655,Je travaille au vert - Orchies,3 Rue Jules Roch,59310,Orchies,59449,Orchies,http://jetravailleauvert.org/,,,Tiers lieux à dominante coworking,50.473552,3.242491,3 Rue Jules Roch 59310 Orchies,0.93,,,0,,32,Hauts-de-France,59449,59,Orchies,8378,5000-20000,3114,DOUAI,200 000-500 000,246595
656,Trapèze Coworking,14 Rue Hannequin,51100,Reims,51454,Reims,http://www.trapezecoworking.tumblr.com,,,Tiers lieux à dominante coworking,49.268874,4.027441,14 Rue Hannequin 51100 Reims,0.93,,,0,,44,Grand Est,51454,51,Reims,183042,100000 et plus,2105,REIMS,200 000-500 000,356300
657,MIX,6 Avenue Joannes Hubert,69160,Tassin-la-Demi-Lune,69244,Tassin-la-Demi-Lune,http://www.mix-coworking.fr,,,Tiers lieux à dominante coworking,45.764516,4.780669,6 Avenue Joannes Hubert 69160 Tassin-la-Demi-Lune,0.93,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69244,69,Tassin-la-Demi-Lune,21743,20000-50000,8214,LYON,500 000-6 000 000,1799726
658,BoostInLyon - BILcour,11 Place Bellecour,69002,Lyon,69382,Lyon,http://boostinlyon.fr,,,Tiers lieux à dominante coworking,45.758188,4.833463,11 Place Bellecour 69002 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
659,Comètes Innovation,Espace Lèze Arize Numérique,0,Lézat-sur-Lèze,09167,Lézat-sur-Lèze,http://cometes-innovation.fr/a-propos/,,,Tiers lieux à dominante coworking,43.274502,1.348551,Rue de la Marne 09210 Lézat-sur-Lèze,0.42,,,0,,76,Occitanie,09167,09,Lézat-sur-Lèze,2351,0-5000,61,TOULOUSE,500 000-6 000 000,1450345
660,NetCoworking,11 Rue de Magdebourg,75116,Paris,75116,Paris,http://www.netcoworking.com/,,,Tiers lieux à dominante coworking,48.864566,2.289222,11 Rue de Magdebourg 75116 Paris,0.93,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
661,8 Messageries,8 Rue des Messageries,75010,Paris,75110,Paris,http://www.8messageries.fr/,,,Tiers lieux à dominante coworking,48.876309,2.350174,8 Rue des Messageries 75010 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
662,Atelier 9,9 Rue des Olivettes,44000,Nantes,44109,Nantes,http://atelier-9.fr/,,,Tiers lieux à dominante coworking,47.212339,-1.550153,9 Rue des Olivettes 44000 Nantes,0.94,,,1,Nantes Métropole,52,Pays de la Loire,44109,44,Nantes,298029,100000 et plus,5203,NANTES,500 000-6 000 000,1061271
663,la Loco Coworking,4 Rue Eugène et Marc Dulout,33600,Pessac,33318,Pessac,http://laloco-coworking.fr/,,,Tiers lieux à dominante coworking,44.804918,-0.63121,4 Avenue Eugène et Marc Dulout 33600 Pessac,0.78,,,1,Bordeaux Métropole,75,Nouvelle Aquitaine,33318,33,Pessac,61514,50000-100000,7204,BORDEAUX,500 000-6 000 000,1271647
664,La Kase,48 Rue Paul Langevin,35200,Rennes,35238,Rennes,http://www.la-kase.fr/,,,Tiers lieux à dominante coworking,48.092823,-1.658446,48 Rue Paul Langevin 35200 Rennes,0.94,,,1,Rennes Métropole,53,Bretagne,35238,35,Rennes,213454,100000 et plus,5312,RENNES,500 000-6 000 000,801211
665,Le C@pitole,17 Avenue Albert Rouvière,81200,Mazamet,81163,Mazamet,http://www.lecapitole-entreprises.fr,,,Tiers lieux à dominante coworking,43.495176,2.374864,17 Avenue Albert Rouvière 81200 Mazamet,0.92,,,0,,76,Occitanie,81163,81,Mazamet,10173,5000-20000,7312,CASTRES - MAZAMET,100 000-200 000,132837
666,L'étape,329 Rue Charlet Straton,74400,Chamonix-Mont-Blanc,74056,Chamonix-Mont-Blanc,http://letape.net/,,,Tiers lieux à dominante coworking,45.984438,6.926949,329 Rue Charlet Straton 74400 Chamonix-Mont-Blanc,0.93,,,0,,84,Auvergne et Rhône-Alpes,74056,74,Chamonix-Mont-Blanc,8997,5000-20000,8221,LE MONT BLANC,50 000-100 000,59804
667,Nextdoor,43 Rue Camille Desmoulins,92130,Issy-les-Moulineaux,92040,Issy-les-Moulineaux,http://nextdoor.fr,,,Tiers lieux à dominante coworking,48.828345,2.2629,43 Rue Camille Desmoulins 92130 Issy-les-Moulineaux,0.93,,,1,Métropole du Grand Paris,11,Île-de-France,92040,92,Issy-les-Moulineaux,67360,50000-100000,1101,PARIS,500 000-6 000 000,5981175
668,Blue Office,44 Rue Jean Mermoz,78600,Maisons-Laffitte,78358,Maisons-Laffitte,https://blueoffice.nexity.fr/,,,Tiers lieux à dominante coworking,48.947225,2.142758,44 Rue Jean Mermoz 78600 Maisons-Laffitte,0.93,,,0,,11,Île-de-France,78358,78,Maisons-Laffitte,23705,20000-50000,1101,PARIS,500 000-6 000 000,5981175
669,Terre d'Entreprises,9 Rue Tronchet,69006,Lyon,69386,Lyon,https://www.facebook.com/pages/Terre-dentreprises/1621083588168107,,,Tiers lieux à dominante coworking,45.769597,4.84444,9 Rue Tronchet 69006 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
670,Smack Coworking,13 Rue Docteur Combalat,13006,Marseille,13206,Marseille,http://smack-coworking.com,,,Tiers lieux à dominante coworking,43.289873,5.376448,13 Rue Docteur Combalat 13006 Marseille,0.93,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
671,Le 50,50 Avenue Léon Crète,78490,Méré,78389,Méré,http://www.le-50.fr/,,,Tiers lieux à dominante coworking,48.792718,1.813614,50 Avenue Léon Crête 78490 Méré,0.91,,,0,,11,Île-de-France,78389,78,Méré,1702,0-5000,1109,HOUDAN,0-50 000,37855
672,Ginkoworking,Place Jean Cayrol,33300,Bordeaux,33063,Bordeaux,http://ginkoworking.org/,,,Tiers lieux à dominante coworking,44.879665,-0.571789,Place Jean Cayrol 33300 Bordeaux,0.94,,,1,Bordeaux Métropole,75,Nouvelle Aquitaine,33063,33,Bordeaux,246586,100000 et plus,7204,BORDEAUX,500 000-6 000 000,1271647
673,Blue Office Massy,5 Avenue Carnot,91300,Massy,91377,Massy,http://www.blueoffice.nexity.fr,,,Tiers lieux à dominante coworking,48.728736,2.266038,5 Avenue Carnot 91300 Massy,0.93,,,0,,11,Île-de-France,91377,91,Massy,48372,20000-50000,1116,SACLAY,500 000-6 000 000,1169116
674,Blue Office Alfortville,5 Rue Charles de Gaulle,94140,Alfortville,94002,Alfortville,http://www.blueoffice.nexity.fr,,,Tiers lieux à dominante coworking,48.814581,2.413315,5 Rue Charles de Gaulle 94140 Alfortville,0.93,,,1,Métropole du Grand Paris,11,Île-de-France,94002,94,Alfortville,45043,20000-50000,1118,ORLY,500 000-6 000 000,510126
675,Blue Office Saint Quentin en Yvellines,6 Avenue Gustave Eiffel,78180,Montigny-le-Bretonneux,78423,Montigny-le-Bretonneux,http://www.blueoffice.nexity.fr,,,Tiers lieux à dominante coworking,48.785093,2.04464,6 Avenue Gustave Eiffel 78180 Montigny-le-Bretonneux,0.92,,,0,,11,Île-de-France,78423,78,Montigny-le-Bretonneux,33252,20000-50000,1116,SACLAY,500 000-6 000 000,1169116
676,Open Place,74 Rue du Sauvage,68100,Mulhouse,68224,Mulhouse,https://www.open-place.com/coworking/,,,Tiers lieux à dominante coworking,47.749236,7.33873,74 Rue du Sauvage 68100 Mulhouse,0.93,,,0,,44,Grand Est,68224,68,Mulhouse,111167,100000 et plus,4208,MULHOUSE,200 000-500 000,432397
677,PCE Coworking,Rue Mayor de Montricher,13290,Aix-en-Provence,13001,Aix-en-Provence,http://www.pce-conseil.fr/coworking.php,,,Tiers lieux à dominante coworking,43.479348,5.383342,Rue Mayor de Montricher 13290 Aix-en-Provence,0.93,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13001,13,Aix-en-Provence,142149,100000 et plus,9308,AIX-EN-PROVENCE,200 000-500 000,403964
678,Anticafé Olympiades,59 Rue nationale,75013,Paris,75113,Paris,http://www.anticafe.fr,,,Tiers lieux à dominante coworking,48.825696,2.366735,59 Rue Nationale 75013 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
679,Le Lavoir - Ateliers Réunis,26 Rue de Léon,35000,Rennes,35238,Rennes,http://www.lelavoir-ateliersreunis.fr,,,Tiers lieux à dominante coworking,48.107942,-1.669929,26 Rue de Léon 35000 Rennes,0.94,,,1,Rennes Métropole,53,Bretagne,35238,35,Rennes,213454,100000 et plus,5312,RENNES,500 000-6 000 000,801211
680,Be Coworking,Porte de Saint Ouen,75018,Paris,75118,Paris,http://be-coworking.fr/espace/bureau-a-partager-porte-de-saint-ouen/,,,Tiers lieux à dominante coworking,48.898945,2.329502,Avenue de la Porte de Saint-Ouen 75018 Paris,0.67,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
681,Be Coworking Epinettes,24 Rue des Epinettes,75017,Paris,75117,Paris,http://be-coworking.fr/espace/les-epinettes/,,,Tiers lieux à dominante coworking,48.895187,2.322554,24 Rue des Épinettes 75017 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
682,Le Village Coworking,4 Rue Cart,30900,Nîmes,30189,Nîmes,http://www.levillage.co/,,,Tiers lieux à dominante coworking,43.828499,4.3507,4 Rue Mozart 30900 Nîmes,0.72,,,0,,76,Occitanie,30189,30,Nîmes,151075,100000 et plus,9106,NÎMES,200 000-500 000,367353
683,Quai n°10,12 Rue de la Division Leclerc,67000,Strasbourg,67482,Strasbourg,https://quai10.org/,,,Tiers lieux à dominante coworking,48.580103,7.747144,12 Rue de la Division Leclerc 67000 Strasbourg,0.94,,,1,Eurométropole de Strasbourg,44,Grand Est,67482,67,Strasbourg,276170,100000 et plus,4205,STRASBOURG,500 000-6 000 000,582412
684,WAW !,12 Boulevard Gambetta,11100,Narbonne,11262,Narbonne,http://www.waw-coworking.com,,,Tiers lieux à dominante coworking,43.182401,3.007402,12 Boulevard Gambetta 11100 Narbonne,0.93,,,0,,76,Occitanie,11262,11,Narbonne,52855,50000-100000,9103,NARBONNE,100 000-200 000,162577
685,"""La Source"" Espace Partagé de Travail",12 Avenue du Pont,33410,Cadillac,33081,Cadillac,http://www.asso-la-source.org,,,Tiers lieux à dominante coworking,44.636993,-0.321257,12 Avenue du Pont 33410 Cadillac,0.92,,,0,,75,Nouvelle Aquitaine,33081,33,Cadillac,2743,0-5000,7204,BORDEAUX,500 000-6 000 000,1271647
686,WORKING MIOS,18C IMPASSE DE LA LEYRE - ZA DE MASQUET,33380,MIOS,33284,Mios,http://www.working-mios.fr,,https://www.facebook.com/workingmios/,Tiers lieux à dominante coworking,44.62352,-0.950255,Rue de Masquet 33380 Mios,0.41,,,0,,75,Nouvelle Aquitaine,33284,33,Mios,8659,5000-20000,7204,BORDEAUX,500 000-6 000 000,1271647
687,La Factory Coworking,43 Avenue de Paris,45000,Orléans,45234,Orléans,http://lafactorycoworking.fr/,,,Tiers lieux à dominante coworking,47.910331,1.904074,43 Avenue de Paris 45000 Orléans,0.94,,,1,Orléans Métropole,24,Centre-Val de Loire,45234,45,Orléans,114977,100000 et plus,2418,ORLÉANS,200 000-500 000,484851
688,Regus,gare de Nancy - Place Thiers,54000,Nancy,54395,Nancy,http://www.regus.fr/office-space/france/nancy,,,Tiers lieux à dominante coworking,48.690158,6.175275,Place Thiers 54000 Nancy,0.59,,,1,Métropole du Grand Nancy,44,Grand Est,54395,54,Nancy,104321,100000 et plus,4103,NANCY,500 000-6 000 000,514611
689,Regus Express Le Mans,"Place du 8 Mai 1945 (devant l'arrêt de tram ""gare""",72000,Le Mans,72181,Le Mans,http://www.regus.fr/locations/office-space/le-mans-gare-sncf-regus-express,,,Tiers lieux à dominante coworking,47.995921,0.191554,Place du 8 Mai 1945 72000 Le Mans,0.51,,,0,,52,Pays de la Loire,72181,72,Le Mans,143813,100000 et plus,5213,LE MANS,200 000-500 000,423731
690,Outremer,2 Avenue des Cités Unies de l'Europe,41100,Vendôme,41269,Vendôme,http://outremer.vendome.eu,,,Tiers lieux à dominante coworking,47.820732,1.021585,2 Avenue des Cités Unies de l'Europe 41100 Vendôme,0.93,,,0,,24,Centre-Val de Loire,41269,41,Vendôme,16879,5000-20000,2415,VENDÔME,50 000-100 000,66421
691,Locoworking,5 Rue de Mimont,0,Cannes,06029,Cannes,http://www.locoworking-cannes.fr/,,,Tiers lieux à dominante coworking,43.555009,7.02001,5 Rue de Mimont 06400 Cannes,0.93,,,0,,93,Provence-Alpes-Côte d'Azur,06029,06,Cannes,73744,50000-100000,9305,CANNES - ANTIBES,200 000-500 000,412606
692,Nomadia,La Ferrage,83440,Fayence,83055,Fayence,http://www.nomadia.fr/,,,Tiers lieux à dominante coworking,43.621501,6.691715,La Ferrage 83440 Fayence,0.92,,,0,,93,Provence-Alpes-Côte d'Azur,83055,83,Fayence,5602,5000-20000,9305,CANNES - ANTIBES,200 000-500 000,412606
693,9GDM Coworking Butte aux Cailles,11 Rue Guyton de Morveau,75013,Paris-13E-Arrondissement,75113,Paris,https://9gdm.com,,,Tiers lieux à dominante coworking,48.824725,2.348294,11 Rue Guyton de Morveau 75013 Paris,0.62,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
694,Work In Paris - Cardinet,111 Rue Cardinet,75017,Paris,75117,Paris,http://www.workinparis.com,,,Tiers lieux à dominante coworking,48.885673,2.311593,111 Rue Cardinet 75017 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
695,L'Etable Cowork,2 Avenue du Blanchissage,84000,Avignon,84007,Avignon,http://www.etable-cowork.fr,,,Tiers lieux à dominante coworking,43.942088,4.802377,2 Avenue du Blanchissage 84000 Avignon,0.94,,,0,,93,Provence-Alpes-Côte d'Azur,84007,84,Avignon,92209,50000-100000,59,AVIGNON,500 000-6 000 000,502068
696,Maison des entreprises,Les Quatre Moulins,17190,Saint-Georges-d'Oléron,17337,Saint-Georges-d'Oléron,http://www.cdc-oleron.com,,,Tiers lieux à dominante coworking,45.969622,-1.336497,Les Quatre Moulins 17190 Saint-Georges-d'Oléron,0.91,,,0,,75,Nouvelle Aquitaine,17337,17,Saint-Georges-d'Oléron,3583,0-5000,5408,ROCHEFORT,100 000-200 000,107824
697,Coworking Bayonne,66 Allées Marines,64100,Bayonne,64102,Bayonne,http://coworkingbayonne.com/,,,Tiers lieux à dominante coworking,43.49993,-1.49068,66 Allées Marines 64100 Bayonne,0.93,,,0,,75,Nouvelle Aquitaine,64102,64,Bayonne,48178,20000-50000,7212,BAYONNE,200 000-500 000,327934
698,ESPACE CO 49,6 Rue René Brémont,49100,Angers,49007,Angers,http://www.espaceco49.webnode.fr,,,Tiers lieux à dominante coworking,47.465834,-0.559482,6 Rue René Bremont 49100 Angers,0.93,,,0,,52,Pays de la Loire,49007,49,Angers,151056,100000 et plus,5205,ANGERS,200 000-500 000,467850
699,Le Container,Quai Frissard,76600,Le Havre,76351,Le Havre,http://www.lecontainer.co/,,,Tiers lieux à dominante coworking,49.490283,0.126967,Quai Frissard 76600 Le Havre,0.92,,,0,,28,Normandie,76351,76,Le Havre,172807,100000 et plus,2306,LE HAVRE,200 000-500 000,402940
700,Le Loft,7 Rue de la Paix Marcel Paul,13001,Marseille,13201,Marseille,http://leloft.co/,,,Tiers lieux à dominante coworking,43.29335,5.372419,7 Rue de la Paix Marcel Paul 13001 Marseille,0.94,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
701,Les Voilerieuses,7 Rue des Calfats,56640,Arzon,56005,Arzon,http://www.lesvoilerieuses.fr,,,Tiers lieux à dominante coworking,47.547682,-2.885981,7 Rue des Calfats 56640 Arzon,0.91,,,0,,53,Bretagne,56005,56,Arzon,2101,0-5000,5318,VANNES,200 000-500 000,342217
702,Le Loft - Cowork' in Rennes,3 Rue de Robien,35000,Rennes,35238,Rennes,http://www.coworkinrennes.com,,,Tiers lieux à dominante coworking,48.115964,-1.677796,3 Rue de Robien 35000 Rennes,0.94,,,1,Rennes Métropole,53,Bretagne,35238,35,Rennes,213454,100000 et plus,5312,RENNES,500 000-6 000 000,801211
703,La Corderie,2 Rue Urvoy de Saint-Bedan,44000,Nantes,44109,Nantes,http://www.coworking-nantes-corderie.fr/,,,Tiers lieux à dominante coworking,47.213146,-1.566019,2 Rue Urvoy de Saint-Bedan 44000 Nantes,0.94,,,1,Nantes Métropole,52,Pays de la Loire,44109,44,Nantes,298029,100000 et plus,5203,NANTES,500 000-6 000 000,1061271
704,Espace BZH,18 Rue de la Monnaie,35000,Rennes,35238,Rennes,http://www.espace.bzh/,,,Tiers lieux à dominante coworking,48.111829,-1.684145,18 Rue de la Monnaie 35000 Rennes,0.94,,,1,Rennes Métropole,53,Bretagne,35238,35,Rennes,213454,100000 et plus,5312,RENNES,500 000-6 000 000,801211
705,La Terrasse - Espace de télétravail en Saint-Affricain,Hôtel d'entreprises - rue Henri Michel -Bà¤timent Occitan,12400,Saint-Affrique,12208,Saint-Affrique,http://www.laterrasse-teletravail.fr,,,Tiers lieux à dominante coworking,43.955244,2.893999,Rue Henri Michel 12400 Saint-Affrique,0.46,,,0,,76,Occitanie,12208,12,Saint-Affrique,8260,5000-20000,7303,MILLAU,50 000-100 000,60247
706,Gustav co,9 rue pierre antoine le moiturier,21000,Dijon,21231,Dijon,https://www.facebook.com/Gustav-co-working-813661025427959/,,,Tiers lieux à dominante coworking,47.334424,5.035566,9 Rue Antoine le Moiturier 21000 Dijon,0.79,,,1,Dijon Métropole,27,Bourgogne et Franche-Comté,21231,21,Dijon,153668,100000 et plus,2603,DIJON,200 000-500 000,431420
707,NEST34,34 Avenue des Champs-Elysées,75008,Paris,75108,Paris,http://www.nest34.com,,,Tiers lieux à dominante coworking,48.869966,2.308144,34 Avenue des Champs Élysées 75008 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
708,Espace&Co,24 Rue Emile Zola,45000,Orléans,45234,Orléans,http://www.espaceco45.fr,,,Tiers lieux à dominante coworking,47.909596,1.907638,24 Rue Émile Zola 45000 Orléans,0.94,,,1,Orléans Métropole,24,Centre-Val de Loire,45234,45,Orléans,114977,100000 et plus,2418,ORLÉANS,200 000-500 000,484851
709,La Manufacture,8 Rue Myrha,75018,Paris,75118,Paris,http://on.fb.me/1QY4LXp,,,Tiers lieux à dominante coworking,48.887333,2.355591,8 Rue Myrha 75018 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
710,Coworkshop 32,32 Rue des Vinaigriers,75010,Paris,75110,Paris,http://www.coworkshop.fr,,,Tiers lieux à dominante coworking,48.873209,2.362374,32 Rue des Vinaigriers 75010 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
711,La Compagnie,5 Rue Taylor,75010,Paris,75110,Paris,http://lacompagnie.paris/accueil,,,Tiers lieux à dominante coworking,48.869588,2.359041,5 Rue Taylor 75010 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
712,Palo Ardo,29 Avenue d'Arches,0,Charleville-Mézières,08105,Charleville-Mézières,http://paloardo.fr/,,,Tiers lieux à dominante coworking,49.762975,4.7191,29 Avenue d'Arches 08000 Charleville-Mézières,0.94,,,0,,44,Grand Est,08105,08,Charleville-Mézières,48615,20000-50000,2101,CHARLEVILLE-MÉZIÈRES,200 000-500 000,228040
713,Mon premier bureau,72 Avenue Denfert-Rochereau,75014,Paris,75114,Paris,http://www.monpremierbureau.org,,,Tiers lieux à dominante coworking,48.837402,2.335164,72 Avenue Denfert-Rochereau 75014 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
714,Coworkair,1 Rue Michelet,92130,Issy-les-Moulineaux,92040,Issy-les-Moulineaux,http://coworkair.com,,,Tiers lieux à dominante coworking,48.828317,2.282503,1 Rue Michelet 92130 Issy-les-Moulineaux,0.92,,,1,Métropole du Grand Paris,11,Île-de-France,92040,92,Issy-les-Moulineaux,67360,50000-100000,1101,PARIS,500 000-6 000 000,5981175
